work_id,missing_core,missing_artsy_required,core_completeness_pct,missing_fields
KG-2050,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2051,3,1,66.7,"year,primary_image_url,price_usd"
KG-2052,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2053,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2054,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2055,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2056,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2057,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2058,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2059,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2060,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2061,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2062,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2063,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2064,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2065,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2067,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2068,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2069,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2070,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2071,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2072,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2073,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2074,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2075,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2076,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2077,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2078,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2079,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2080,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2081,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2082,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2083,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2084,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2085,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
KG-2086,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2087,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2088,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2089,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2090,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2091,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2092,5,2,44.4,"artist,year,medium,primary_image_url,price_usd"
KG-2094,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2095,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2096,2,1,77.8,"primary_image_url,price_usd"
KG-2097,3,1,66.7,"year,primary_image_url,price_usd"
KG-2098,2,1,77.8,"year,primary_image_url"
KG-2099,5,1,44.4,"artist,year,width_in,primary_image_url,price_usd"
KG-2100,3,1,66.7,"artist,year,primary_image_url"
KG-2101,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2102,5,1,44.4,"year,height_in,width_in,primary_image_url,price_usd"
KG-2103,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2104,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-2105,3,1,66.7,"artist,year,primary_image_url"
KG-2106,3,1,66.7,"artist,year,primary_image_url"
KG-2107,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2108,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2109,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2110,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2111,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2112,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2113,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2114,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2115,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2116,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2117,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2118,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2119,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2120,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2121,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2122,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2123,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2124,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2125,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2126,1,1,88.9,primary_image_url
KG-2127,1,1,88.9,primary_image_url
KG-2128,1,1,88.9,primary_image_url
KG-2129,1,1,88.9,primary_image_url
KG-2130,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2131,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2132,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2133,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2134,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2135,6,2,33.3,"artist,year,medium,height_in,width_in,primary_image_url"
KG-2136,6,2,33.3,"artist,year,medium,height_in,width_in,primary_image_url"
KG-2137,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2138,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2139,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2140,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2141,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2142,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2143,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2144,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2145,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2146,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2147,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2148,3,1,66.7,"artist,year,primary_image_url"
KG-2149,3,1,66.7,"artist,year,primary_image_url"
KG-2150,1,1,88.9,primary_image_url
KG-2151,3,1,66.7,"artist,year,primary_image_url"
KG-2152,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2153,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2154,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2155,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2156,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2157,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2158,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2159,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2160,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2161,3,1,66.7,"year,width_in,primary_image_url"
KG-2162,3,1,66.7,"artist,year,primary_image_url"
KG-2163,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2164,4,2,55.6,"artist,year,medium,primary_image_url"
KG-2165,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2166,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2167,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2168,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2169,2,1,77.8,"artist,primary_image_url"
KG-2170,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2171,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2172,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2173,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2174,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2175,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2176,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2177,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2178,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2179,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2180,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2181,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2182,9,4,0.0,"title,artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-2183,9,4,0.0,"title,artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-2184,2,1,77.8,"year,primary_image_url"
KG-2185,2,1,77.8,"artist,primary_image_url"
KG-2186,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2187,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-2188,2,1,77.8,"artist,primary_image_url"
KG-2190,5,1,44.4,"artist,height_in,width_in,primary_image_url,price_usd"
KG-2191,4,1,55.6,"artist,width_in,primary_image_url,price_usd"
KG-2192,5,1,44.4,"artist,height_in,width_in,primary_image_url,price_usd"
KG-2193,4,1,55.6,"artist,width_in,primary_image_url,price_usd"
KG-2194,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2195,5,1,44.4,"artist,height_in,width_in,primary_image_url,price_usd"
KG-2196,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2197,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2198,2,1,77.8,"primary_image_url,price_usd"
KG-2199,3,1,66.7,"width_in,primary_image_url,price_usd"
KG-2200,2,1,77.8,"artist,primary_image_url"
KG-2201,2,1,77.8,"artist,primary_image_url"
KG-2202,1,1,88.9,primary_image_url
KG-2203,1,1,88.9,primary_image_url
KG-2204,1,1,88.9,primary_image_url
KG-2206,1,1,88.9,primary_image_url
KG-2207,6,2,33.3,"artist,year,classification,height_in,width_in,primary_image_url"
KG-2208,3,1,66.7,"artist,year,primary_image_url"
KG-2209,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2210,5,1,44.4,"artist,year,width_in,primary_image_url,price_usd"
KG-2211,2,1,77.8,"artist,primary_image_url"
KG-2212,3,1,66.7,"artist,year,primary_image_url"
KG-2213,3,1,66.7,"artist,year,primary_image_url"
KG-2214,3,1,66.7,"artist,year,primary_image_url"
KG-2215,3,1,66.7,"artist,year,primary_image_url"
KG-2216,3,1,66.7,"artist,year,primary_image_url"
KG-2217,5,2,44.4,"artist,year,classification,primary_image_url,price_usd"
KG-2218,5,2,44.4,"artist,year,classification,primary_image_url,price_usd"
KG-2219,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2220,3,1,66.7,"artist,year,primary_image_url"
KG-2221,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2222,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2223,4,2,55.6,"artist,classification,primary_image_url,price_usd"
KG-2224,3,1,66.7,"artist,year,primary_image_url"
KG-2225,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-2226,4,2,55.6,"artist,classification,primary_image_url,price_usd"
KG-2227,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2228,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2229,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2230,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2231,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2232,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2233,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2234,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2235,5,1,44.4,"artist,height_in,width_in,primary_image_url,price_usd"
KG-2236,2,1,77.8,"artist,primary_image_url"
KG-2237,3,1,66.7,"artist,year,primary_image_url"
KG-2238,4,2,55.6,"artist,classification,primary_image_url,price_usd"
KG-2239,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
KG-2240,5,2,44.4,"artist,medium,height_in,width_in,primary_image_url"
KG-2241,4,1,55.6,"artist,year,height_in,primary_image_url"
KG-2242,4,1,55.6,"artist,height_in,width_in,primary_image_url"
KG-2243,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2244,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2245,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2246,4,1,55.6,"artist,height_in,width_in,primary_image_url"
KG-2247,5,2,44.4,"artist,medium,height_in,width_in,primary_image_url"
KG-2248,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2249,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2250,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2251,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2252,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2253,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2254,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2255,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2256,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2257,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2258,7,2,22.2,"artist,year,classification,height_in,width_in,primary_image_url,price_usd"
KG-2259,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2260,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2261,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
KG-2262,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2263,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-2264,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2265,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2266,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2267,3,2,66.7,"classification,primary_image_url,price_usd"
KG-2268,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2269,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2271,4,2,55.6,"artist,classification,primary_image_url,price_usd"
KG-2272,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2273,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2274,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2275,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2276,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2277,5,1,44.4,"artist,year,width_in,primary_image_url,price_usd"
KG-2278,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2279,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2280,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2281,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2282,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2283,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2284,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2285,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2286,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2287,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2288,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2289,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2290,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2291,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2292,5,1,44.4,"artist,year,width_in,primary_image_url,price_usd"
KG-2293,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2294,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2295,2,1,77.8,"artist,primary_image_url"
KG-2297,3,1,66.7,"artist,year,primary_image_url"
KG-2298,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2299,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2300,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2301,5,1,44.4,"artist,year,width_in,primary_image_url,price_usd"
KG-2302,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2303,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2304,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2305,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2306,2,1,77.8,"primary_image_url,price_usd"
KG-2307,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2308,4,1,55.6,"artist,year,width_in,primary_image_url"
KG-2309,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2310,2,1,77.8,"year,primary_image_url"
KG-2311,2,1,77.8,"year,primary_image_url"
KG-2312,2,1,77.8,"year,primary_image_url"
KG-2313,1,1,88.9,primary_image_url
KG-2314,2,1,77.8,"year,primary_image_url"
KG-2315,2,1,77.8,"artist,primary_image_url"
KG-2316,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2317,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2318,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2319,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
KG-2320,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2321,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-2322,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2323,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2324,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2325,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2326,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2327,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2328,2,1,77.8,"artist,primary_image_url"
KG-2329,2,1,77.8,"artist,primary_image_url"
KG-2330,2,1,77.8,"artist,primary_image_url"
KG-2331,2,1,77.8,"artist,primary_image_url"
KG-2335,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2336,3,1,66.7,"artist,year,primary_image_url"
KG-2337,4,1,55.6,"artist,width_in,primary_image_url,price_usd"
KG-2338,4,1,55.6,"artist,width_in,primary_image_url,price_usd"
KG-2339,4,1,55.6,"artist,width_in,primary_image_url,price_usd"
KG-2340,4,1,55.6,"artist,width_in,primary_image_url,price_usd"
KG-2341,4,1,55.6,"artist,width_in,primary_image_url,price_usd"
KG-2342,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2343,4,1,55.6,"artist,width_in,primary_image_url,price_usd"
KG-2344,5,1,44.4,"artist,year,width_in,primary_image_url,price_usd"
KG-2345,2,1,77.8,"artist,primary_image_url"
KG-2346,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2347,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2348,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2349,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2350,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2351,5,1,44.4,"artist,height_in,width_in,primary_image_url,price_usd"
KG-2352,7,2,22.2,"artist,year,classification,height_in,width_in,primary_image_url,price_usd"
KG-2353,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2354,7,2,22.2,"artist,year,classification,height_in,width_in,primary_image_url,price_usd"
KG-2355,7,2,22.2,"artist,year,classification,height_in,width_in,primary_image_url,price_usd"
KG-2356,7,2,22.2,"artist,year,classification,height_in,width_in,primary_image_url,price_usd"
KG-2358,7,2,22.2,"artist,year,classification,height_in,width_in,primary_image_url,price_usd"
KG-2359,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2360,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2362,3,1,66.7,"year,primary_image_url,price_usd"
KG-2363,4,1,55.6,"year,width_in,primary_image_url,price_usd"
KG-2364,3,1,66.7,"artist,primary_image_url,price_usd"
KG-2365,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2366,5,1,44.4,"artist,year,width_in,primary_image_url,price_usd"
KG-2367,5,2,44.4,"artist,year,medium,width_in,primary_image_url"
KG-2368,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2369,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2370,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2371,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2372,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2373,3,1,66.7,"year,primary_image_url,price_usd"
KG-2374,3,1,66.7,"year,primary_image_url,price_usd"
KG-2375,3,1,66.7,"artist,year,primary_image_url"
KG-2376,3,1,66.7,"year,primary_image_url,price_usd"
KG-2377,5,2,44.4,"artist,year,medium,primary_image_url,price_usd"
KG-2378,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
KG-2379,2,1,77.8,"primary_image_url,price_usd"
KG-2381,2,1,77.8,"primary_image_url,price_usd"
KG-2382,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2383,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2384,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2385,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2386,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2387,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2388,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2389,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2390,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2391,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2392,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2393,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2394,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2395,3,1,66.7,"artist,year,primary_image_url"
KG-2396,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2397,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2398,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2399,2,1,77.8,"year,primary_image_url"
KG-2400,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2402,3,1,66.7,"year,primary_image_url,price_usd"
KG-2403,3,1,66.7,"year,primary_image_url,price_usd"
KG-2404,2,1,77.8,"primary_image_url,price_usd"
KG-2405,3,1,66.7,"year,primary_image_url,price_usd"
KG-2406,3,1,66.7,"year,primary_image_url,price_usd"
KG-2407,3,1,66.7,"year,primary_image_url,price_usd"
KG-2408,2,1,77.8,"primary_image_url,price_usd"
KG-2409,2,1,77.8,"primary_image_url,price_usd"
KG-2410,3,1,66.7,"year,primary_image_url,price_usd"
KG-2411,2,1,77.8,"primary_image_url,price_usd"
KG-2412,3,1,66.7,"year,primary_image_url,price_usd"
KG-2413,2,1,77.8,"primary_image_url,price_usd"
KG-2414,2,1,77.8,"primary_image_url,price_usd"
KG-2415,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2416,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2417,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2418,1,1,88.9,primary_image_url
KG-2419,1,1,88.9,primary_image_url
KG-2420,2,1,77.8,"year,primary_image_url"
KG-2422,2,1,77.8,"year,primary_image_url"
KG-2423,1,1,88.9,primary_image_url
KG-2424,2,2,77.8,"classification,primary_image_url"
KG-2425,1,1,88.9,primary_image_url
KG-2426,2,2,77.8,"classification,primary_image_url"
KG-2427,2,2,77.8,"classification,primary_image_url"
KG-2428,1,1,88.9,primary_image_url
KG-2429,3,2,66.7,"classification,width_in,primary_image_url"
KG-2430,3,2,66.7,"classification,width_in,primary_image_url"
KG-2431,3,2,66.7,"classification,width_in,primary_image_url"
KG-2432,3,2,66.7,"classification,width_in,primary_image_url"
KG-2433,1,1,88.9,primary_image_url
KG-2434,3,2,66.7,"classification,width_in,primary_image_url"
KG-2435,1,1,88.9,primary_image_url
KG-2436,1,1,88.9,primary_image_url
KG-2437,1,1,88.9,primary_image_url
KG-2438,2,2,77.8,"classification,primary_image_url"
KG-2439,2,2,77.8,"classification,primary_image_url"
KG-2440,3,2,66.7,"year,classification,primary_image_url"
KG-2441,2,1,77.8,"year,primary_image_url"
KG-2442,2,2,77.8,"classification,primary_image_url"
KG-2443,2,2,77.8,"classification,primary_image_url"
KG-2444,2,2,77.8,"classification,primary_image_url"
KG-2445,2,2,77.8,"classification,primary_image_url"
KG-2446,7,2,22.2,"artist,year,classification,height_in,width_in,primary_image_url,price_usd"
KG-2447,3,2,66.7,"classification,primary_image_url,price_usd"
KG-2448,1,1,88.9,primary_image_url
KG-2449,1,1,88.9,primary_image_url
KG-2450,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2451,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
KG-2452,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2453,6,3,33.3,"artist,year,classification,medium,primary_image_url,price_usd"
KG-2454,5,1,44.4,"artist,year,height_in,width_in,primary_image_url"
KG-2455,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2456,6,3,33.3,"artist,year,classification,medium,primary_image_url,price_usd"
KG-2457,6,2,33.3,"artist,classification,height_in,width_in,primary_image_url,price_usd"
KG-2458,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
KG-2459,6,1,33.3,"artist,year,height_in,width_in,primary_image_url,price_usd"
KG-2460,4,1,55.6,"artist,year,primary_image_url,price_usd"
KG-2461,5,1,44.4,"artist,year,width_in,primary_image_url,price_usd"
KG-2462,6,3,33.3,"artist,year,classification,medium,primary_image_url,price_usd"
KG-2463,7,3,22.2,"artist,year,classification,medium,width_in,primary_image_url,price_usd"
UNRESOLVED-026fdb79e7,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-0648da1646,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-096dcd9636,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-0c5a9694b7,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-0cc91bb9c3,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-0e0ba97bf8,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-140f508068,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-1999f945b6,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-1c1db02f28,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-1f2b40169e,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
