work_id,missing_core,missing_artsy_required,core_completeness_pct,missing_fields
UNRESOLVED-209f23e9e6,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-2156194e4d,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-22e611597a,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-2587b9c67d,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-26d43edb97,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-2a7f10b619,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-2d885e6826,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-2fc46ce490,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-31292b9ca7,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-31b7b70887,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-31bfdb6891,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-32866b0e64,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-39e3d6018c,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-3e7949c7a2,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-3eb4283e5d,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-3fc6a61a52,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-4023d55da8,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-40fe6f8ea6,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-4557a107d3,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-4d6ae1ecea,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-4dd639c0b1,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-504567630d,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-5286cbff65,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-55122a12d1,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-55cbf4c2d1,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-55f80d7a61,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-5a75924b80,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-5afc5baf22,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-5d049caa47,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-5e34208f36,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-5ef178cedd,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-61ebfe64dd,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-63a1b1d601,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-63d7d8ab48,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-6456945937,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-652e60085e,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-678727ab7d,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-6c6aed6130,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-6fae2c9609,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-71942aca00,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-74191bf369,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-74cd20e7d6,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-76879044aa,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-790b5bd4c4,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-7c3ae1dffa,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-7f7843d1d5,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-8090f17881,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-8546abde7d,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-85dbc7373d,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-85e03614be,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-89bd5d1956,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-8ca8694a1e,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-9116526edf,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-9165f4ce9b,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-9233f715a0,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-965a0010d8,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-9dd11a93b3,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-a39e50a9bc,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-a5cd91b9db,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-a600f0267b,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-aa209bcbe0,7,2,22.2,"artist,year,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-acfbfca4ad,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-ad2930795a,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-af8dd89d04,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-b10c39ae79,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-b65519a07e,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-b6d8dac7e9,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-b8c255c8a7,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-ba669d6f6a,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-bb1730b3bb,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-bd3def798d,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-bf9242a9c2,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-c084e8b003,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-c0bbab19ef,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-c0bff11198,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-c10aed050e,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-c26cfd27e1,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-c5490439d2,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-c8e99bac72,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-cc730c69a0,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-cf18dc730e,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-d321c32d34,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-d70619fe48,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-d7b3a65c3a,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-d863fefb20,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-d883fbdb25,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-d8e79974d5,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-dde06b5589,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-ddf94e1c77,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-e0144ca701,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-e1f75a4fb2,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-e7522410db,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-ea0bd2d67c,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-ea63847a8d,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-ee969e798b,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-f2ebed3e84,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-f55b2059d4,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-f9cda6665f,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-fd62ecdd4a,7,3,22.2,"artist,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-fde1fd3874,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
UNRESOLVED-fdf323dfb9,8,3,11.1,"artist,year,classification,medium,height_in,width_in,primary_image_url,price_usd"
