work_id,title,artist,year,period_school_region,classification,medium,materials,height_in,width_in,depth_in,price_usd,status,provenance_text,exhibitions,publications,signature,coa_status,primary_image_url,primer_uuid,location,external_id,external_id_system,artsy_eligibility,has_conflict,conflict_fields,canonical_updated_at,title_conflict,artist_conflict,year_conflict,period_school_region_conflict,classification_conflict,medium_conflict,materials_conflict,height_in_conflict,width_in_conflict,depth_in_conflict,price_usd_conflict,status_conflict,provenance_text_conflict,exhibitions_conflict,publications_conflict,signature_conflict,coa_status_conflict,primary_image_url_conflict,primer_uuid_conflict,location_conflict,external_id_conflict,external_id_system_conflict,artsy_eligibility_conflict
KG-1142,Maharana Bhim Singh Riding a Caparisoned Elephant,,1820,,"Drawing, Collage or other Work on Paper",Gouache heightened with gold on paper,,11.0,8.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/daff3cff-4584-415b-a62e-0c3ba220f1ac/Maharana%20Bhim%20Singh.jpg?Expires=1802811856&Signature=YJ7WAzjzAA73CgZKsrJ6gdrP9gujPwbLiQh9bhQKqX-itd2LgtrpRdurZ9CaHE~0S~WokeJl-cQhYpcnGIxTqXlvW2-q5j34DBRrocIPx~wPHBfPG4ZStowwyBnnscIiJYs60tGFo9LksjvcC2OhUqDTJdWWZQ2o9MazH9ToD2GfeXHPhZ9Rtt6YA-aqSjL8GlFAm-TfpVXH3-huWANvorcGHjp1fOxdROex5T8uUG5k1y3tkFbfsCxASjOtzWbxOUO1KJA8MytVlSH6Ix83y-IDj6HTMW6WykXrBoGyp4yYiv9IVNffab1GDQ8ORkvCK8lSRGHVIcCE9EbwvFRdFw__&Key-Pair-Id=K2SVGVHI7PEVAH,daff3cff-4584-415b-a62e-0c3ba220f1ac,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1143,Maharana Bhim Singh in a Durbar,,1820,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,9.0,13.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/2e98b83e-d302-4511-8fe6-6514024ce883/Bhim%20Singh%20in%20a%20Durbar.jpg?Expires=1802811856&Signature=OY6jIme2ZgAIhzk88u0QXVy2v8y6P~PaWIKJ7JudN5yCaea825X0Bt2QY8Du1RKOPk0RbBLjwsOa85JtDMTB5D0RP1oQPYopJ9F2C0KHS1q8xUeVhni7KwbeuOnz7mATB40qJ-RWE6iTwdYPovXBZB-mzZb58cteYMZ~~ieZ4u2~hJjCG6T8aVoTl~iQl2CkUh9LKnQuQRMjY~BXwju~5TRcZ-rb~HL84sqOZLY~4KaHHkDwSfmyNcZ5a9TBedw5KF-f-IwIg5O0IWka6Q0A-nBh1-FwrEN3jlPqlg7gxcb4wHKCYIkgNHNUH8xv1Xv4pflxOTl-~x2--RIhJgN1vg__&Key-Pair-Id=K2SVGVHI7PEVAH,2e98b83e-d302-4511-8fe6-6514024ce883,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1144,Maharana Bhim Singh (1778-1828) with a Lady and Child,,1790,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b91651c2-4b6c-4544-87f8-0e0952c80569/Bhim%20Singh%20with%20a%20Lady%20and%20Child.jpg?Expires=1802811856&Signature=ZWe9lr0PLaztq-opft9sJrQBDCgxHlsNAWz47mHlgleG8JZdBXYKLzrkscegBMEA0ime6uHohGE7drWqxDUNHsi6GPtrgKOq11PJWjnnG4BPG00X0SFJPrsMF~uW09JhFUfNJ1HVXQvgLUDCnLrHVLpN2IK3X1V2LAW50nR7yfSyhxgu010zLkfx9jedhF2m8VP6S60sLBIh5zD1sPZS6rpD3tvXdsrlxhO0kDkI3qNDvjlin0g5z5SEaGCOe63WRyn5fZ7daeaT0JSdGXwW8XptSxRKXsqd7QO~MbZTf5nwRdV6UaVmaE-OMjTvO5536BnWWefhF-lEJhlOCCjJog__&Key-Pair-Id=K2SVGVHI7PEVAH,b91651c2-4b6c-4544-87f8-0e0952c80569,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1145,Maharaja Bhim Singh (1778-1828) on Horseback with an Attendant: Attributed to Bahgta Choka,,1801,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,12.0,9.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/729e3b83-2782-4cb8-bba9-2f57dfa7a861/Maharaja%20Bhim%20Singh%20on%20Horseback%20with%20an%20Attendant.jpg?Expires=1802811814&Signature=YitsnjXu1sWk90qRX9EhmhaHpxPz1mlXlPbcxPDVGTrUgNUvfwLrYgPUp9pFoYYG8J3RVfS1GOzKFSFEPd0DXmrKLwg9-yRzjfjKACxIXY1KxjBpi7-igYcT0dYLzy7NBtIl5Pe1j7suBNuRI6VbXeKkHiPFpFiRkdJA0N42RxT~1LbkmpAP4AYxbfkk~jfc6uDQS0ULDlU6Cuh4Wd1TAzNmj5jSGPEs9Tl84D5Fvm-RUNpa0JDBut1Np-hSCwCJXr9Qqg4g~RZtV1M9u2zGJNHCVUJO70JCA0vY9C4cbzAW4iyy4gBd-JPut1QO4hCYGVZiySMsIl1-lF3eBMobWg__&Key-Pair-Id=K2SVGVHI7PEVAH,729e3b83-2782-4cb8-bba9-2f57dfa7a861,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1146,Maharaja Fateh Singh of Udaipur,,1900,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,17.0,12.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/99a97615-9866-47da-9c61-286eb09e51ed/Maharaja%20Fateh%20Singh%20of%20Udaipur.jpg?Expires=1802811815&Signature=cgK-NQA~-XSwGnHc7FSYTSDFPmrpZ9GBt4FP~-qOjRfFQPYM2U6WY7hYbbhtSCCQt9RaEMX4CAuAwEcSj3DE02JCqdpOQiK~9lLXIUvIj-YLNM0lkyVJW6mQ0FuOW6ut0FVXFWEKwVbWX-rwYfJpCFfQbm2bigT-hWJo5PGBZPNJENL8AFBq~Cf7cUrpbRsltpiqHKRIJ6QYX8yVbXcLtG558XBXR106LU72KYdyNJUrbQSEHcrc~-BjYKtU2cciZiT8DCcDY3zw4L~3LY5X9M8SCLT9KLo7pgAuREjzT4ePU38RML3A7aoscBvPyHx0FT~N~igOLdXjUoSrB~Uprg__&Key-Pair-Id=K2SVGVHI7PEVAH,99a97615-9866-47da-9c61-286eb09e51ed,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1147,Dauji II Throwing a Spear (as a Mounted Warrior),,1801,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/408a8e11-7ec2-4ae5-9ae9-d3becb4a59b3/Dauji%20II%20Throwing%20a%20Spear.jpg?Expires=1802811905&Signature=mbIRdqElxbHw4jPTtnShH~KLNP2bPaQ0r3MgjMEDS~J8lNcGOxjaWPdVqjSwHmrxKYW7GvPnhY4HqZv7HCiftp~3G~-fhxXqwkREU7biVzGCF~-JKXV3FjDuLvRG1BfwNblhaRbrCIyThgZHMAMX8mrlDDguVW4lSTSZUlo~kjEt~R9Wk1dmfV2-GboFj7gI~ku0Niij8onyvUUwN8Cnsw~Oa3ujIJa51ivrM8xPCbLxnRhJVM4VWCQD7m23Kj9HKMcxRp9bekbeTh5TtfuDb7yvTyqmgfnZ5Qk1gIPHMuncO~XmydTLaRYoTwLgRv1k3FozW3P3uxIvXTwIMI5TSw__&Key-Pair-Id=K2SVGVHI7PEVAH,408a8e11-7ec2-4ae5-9ae9-d3becb4a59b3,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1148,Maharaja Surat Singh of Bikaner,,1801,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,8.7,6.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/74dca308-90f5-4fc2-8419-9dc4c5f749e2/Maharaja%20Surat%20Singh%20of%20Bikaner%20VERSO.jpg?Expires=1802811815&Signature=bq8~fWDqzXDXLgKhmEqsXHmPLQ~iZ0ObSpKHKcB~fqc8KUpLpvNbxKhNCvSoLf6K6wdp324MIPAvHMHgku~OhiP~3SRtuMHJecLBGZOsH7UJ5dj-rdNrfrsFdbfspzezqhSgJqIxTuc4emOsi6dVACiuqPXVHFL8SLH~tSrttm8xjvsgAs7LeYOGJkkA9hFiSKTpLyp2dSYY9QVjfEqhIdkh7x36XY~HicYGTasumUfvN2CXp5Z-blqa0ponZhK~C4W71GGjN0juSQt3w7qFeDkWklVVVxVt1Bc2eq7sTVbLP5z~nc9XrmoBKlfAcmSitA~VJBu8fLgzrzXJTHeDzg__&Key-Pair-Id=K2SVGVHI7PEVAH,74dca308-90f5-4fc2-8419-9dc4c5f749e2,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1149,Maharaja Jai Chand Ji at Leisure,,1800,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,11.0,8.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/861e353d-4ef4-4165-a0d7-2161ca993018/A%20Maharaja%20At%20Leisure%20Recto%20Post%20Conservation.jpg?Expires=1802811815&Signature=Hm9CpBJjzc58b6bzsJPj6djOKmousE5jb-KYqcqIc--p6SCJ3eSMg-kAo6YKZvu9aigYjc-l4U4sk89DgdnW4kDnWAg0T~gdpG8vpNktI~gZFLwaqo9aBysTxEojcxNWnR7h9Agv3viP8qwp1pvrkzoVvlmBCz-bhJKmot05YZ-h~2XUlETNC5LEbx3RtDsN7EY5mFnoRatyagT~Q6PpmaY6mDKQNxNfVGKZwLaDiNxaEkNG3CXHEeaV8DuUPOOllUyNTKsygsTtKESxNmbFCovgtDsi6fgWnuS~JPPbWOmTcjhXRQ5BksGuJrhhbBq2abRbHTmO946xToaRmzSDaw__&Key-Pair-Id=K2SVGVHI7PEVAH,861e353d-4ef4-4165-a0d7-2161ca993018,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1150,Hookah Portrait,,,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,11.0,8.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/4228dd9d-3459-475b-a382-473dcff46255/Hookah%20Portrait.jpg?Expires=1802811644&Signature=zq6SuK~LsMhvLI3oUxtTcHC8zkx6KpdwKjs2mayynrU6hClVhWg6evAPuJ65MY9u-LhxrqskyBmyWiazpx1IOlGp8hvviVM1gGfCmWg2UEWhI1tBjrJflGtanwX8sOBajYUzmNH0G~87hKDOK7JC3FVWCRytnmrcwVHCZF7ZuKrNlNVKpo9dcBVoA8VsS0IrEqMq-ZPVfUw4pjpOpons35JIcJ6k7JMwFgl3fzW2hhrf4fBz8sS5ekI7wxkMPahNZgDnxWMr45Ssb0wwc083gpjjb0YzOa0sPU9He43ck~v7osB1OsSg8ZOTbNIDhzL2ONeG60PHxiBcV4vF~UaiYA__&Key-Pair-Id=K2SVGVHI7PEVAH,4228dd9d-3459-475b-a382-473dcff46255,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1151,A Sisodian Nobleman (Rao Shri Rhoulmasi),,1701,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,8.0,4.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/5333feff-0520-4d3d-bf1a-333640fa7382/Screenshot%202023-07-07%20at%204.57.37%20PM.jpg?Expires=1802811843&Signature=B0e4My5lWqB6EGyYEtjmMwOTbVNrQPHI97t~tCgvuIfjMAEE6RWWJakrdnR-nSWyw9k2ujVUrLIk7UoNDUFBLyLwG~ktpdUXTyUYddVEx0vFEC-r2FyYCNX~CwnP4PFa2Ky5cLMY3sX1UfZMZNd4Nwl3sHGpla~G-0xG4BADsmVFug0~hkoHCEsH4UsFIgdcIrEBYTfRtSwrhqz2jQK7xvdJlHKc6n7KFsmifXrdv3o-NNF7u5kKtwK8yEgMj6hAV5NMmSLbXXg1P6fmiSpesjr9CXXeOThPD8LVnlay65S3T~GwLvqGEL-TwYoTeoC8mkQq7Uft96bcCxHxKeEn2Q__&Key-Pair-Id=K2SVGVHI7PEVAH,5333feff-0520-4d3d-bf1a-333640fa7382,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1152,Sisodian Warrior,,1801,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,12.0,8.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/7da5df38-51bb-42c7-bee7-0fbacef0f0d8/Sisodian%20Warrior.jpg?Expires=1802811692&Signature=e2uAdzJUNL8nPaFz~GopLLK~jal4CenEWjRuhjYiWakFW5ybuwQCWoocY0c14a6prViAU257tI9M7fLdd11ntWqsTkuVvrdPFhHEpHXEHM1qWhirr~eBciKaahtVYfeOKx~Oq8tTFm20LFqlY2QZcljAdjjDY~LmgVPujcUQSyEADz1eIEomy~8OG5f6ZtKg5w0SW~TouLaUZgvqoxVEQkhNLyBDd1rySE3OMn~KSXpwyhNGPH1xJoBku8VnYm9XToh~aIwquJZoiC0WL6mBwTHQt~Nt7U6C57Azvk-sXUUsfR7sDtS7Mi5fZMv~jUpMpjyJ2s7AVYkt4WSq70MUUA__&Key-Pair-Id=K2SVGVHI7PEVAH,7da5df38-51bb-42c7-bee7-0fbacef0f0d8,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1153,Maharaja in a Durbar,,,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,14.0,9.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/c773190c-174d-4c1e-b3f3-695bebf9a927/201013_KapoorGalleries_FLATS_0017.jpg?Expires=1802811650&Signature=baJcsOFE1xHwikTANLbdba34HP87AgNe11gH98sTcOoWISznb8p2GDCE7-uYUWu8o9j4kKdoB0gY460yABGZCgQ8DhSq-m08-IUCyZpROZwfVBgbA3KhXVwn3LATQS9j8FrpAtBW2s9RJ8N~rW41J39nx5MiXtwe62UpW8ZqCaZlhtPm9EchMigeUPfrIHjpsC62tAv3HZpWo6sHFqsUo9KZgNaadEacVGiP-sAM49r1IuJQmVxi87AD1VxevnXSYou-StSEN1OWVY1FaeFiXGbve0887jsGD6Ln9Ba82T8I0ZFqamXndYfyEYPyT6HOQ3Tp4ogr1wQCoGUQYH36Ow__&Key-Pair-Id=K2SVGVHI7PEVAH,c773190c-174d-4c1e-b3f3-695bebf9a927,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1154,Erotic scene depicting a European couple,,1700,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,7.0,5.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/597dc5c8-7b0a-465c-a251-6dab159293ca/Erotic%20Scene%20Post%20Conservation.jpg?Expires=1802811905&Signature=MlsytZPKACRp9A7FVgfGOOcUojTv9CY0~0CfkU0WDSutEw4NAzZQ1UggGIhBt-EZSWwxJKg2zZi9eu0XnPDRemAulyEEvBR3~EtEbyVkqHVZDZbGxMzXUUhTBi8gvpr-PUW1x~519IROWgM9um9XSS1c1npL5xaqab7lcE~KPX2rto~fnaSJBslp0nLvT3mSa3AoEfwBpsOVm~JZlMhSzR~usVSVWrgJgxpNkPC2YMbYJePW21Q359p0~~pLfWy5XfPlVc108nnnUhdCRkCIwNmymKEaX~Rzl-tg4EarXxEgwORfSE4EAKgLvAUWFSjYdgu0eTyqFwcb7CViaZzlRw__&Key-Pair-Id=K2SVGVHI7PEVAH,597dc5c8-7b0a-465c-a251-6dab159293ca,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1155,European Caricature,,1850,,"Drawing, Collage or other Work on Paper",Gouache heightened with gold on paper,,9.0,12.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/1168a664-6aaf-4f89-91a5-fc8e0d027812/IMG_4308.jpg?Expires=1802811691&Signature=KjU775kZNy~AqATaGrRcKlPiEGcH8WBJ7bsSFhApmyjsSppl5ooboOVvZ58hiukX9CTDjszMl-r9OGGRUlv4Aa5ByJWv4j98~e5s7NEgoJAc259Fi22ZvtpJTk2axG0WBeGdz65wefSSE5UQZeFhgrvhYgFTN2PRWJHIeGLxW-OvSqv9R5N92zICadX-e7M6a5QVDDWKWo7p4tHDVci7U14eSSBsIHPmiavoFLN~ChixDP8auotrIqXoYmFZOz6m7mG4mvgUcg5YDs~~w4zceyVaEWxbsCDKXYOpY6GGM8BVR8UuSOd5qu5PZtBEgpy4~LNnsokuv3HIxq9AsmddrA__&Key-Pair-Id=K2SVGVHI7PEVAH,1168a664-6aaf-4f89-91a5-fc8e0d027812,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1156,Grey Beard Nobleman,,1701,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,9.0,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/5dde020e-c1c7-4f7d-ae66-a2bf00eecca4/DSC_8191.jpg?Expires=1802811692&Signature=NOxwSD3MU36JXP6agf9OIz2atfUSj-HZAHMan~npWoUUVMfiAi0FstRQtqkK58fULOnegGtwlEktQPRuSGfTY-YfrNQi5wuLKB~BppmBe87UhAHkKrrE8o0LY4XQqWlH3Z4OlXSQB43fRGBJzun7pxhkejpOg~hHB5c7Li9GRApJWz8GQNVlwKs7T5qUk35JnM38fXmpEwp0a6XkVW~JBrDJs15We7W93iAILrZBpzN6s3Kl~YAeXt6NFBTaWVSMk6mLfRVXwWAKSObD9pQ1AXTG2xFDHiZ~H2wgG3jpYNSExmOgUnyCldfln48H0hu2M9x1kZbtvMQNaouLCu2VXg__&Key-Pair-Id=K2SVGVHI7PEVAH,5dde020e-c1c7-4f7d-ae66-a2bf00eecca4,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1157,Nath Singh seated on a terrace with courtiers,,1750,,"Drawing, Collage or other Work on Paper",Gouache heightened with gold and silver on paper,,,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0cb5f306-65ca-4871-b0b9-afd1355daef9/L21220_BSZMK_01.jpg?Expires=1802811646&Signature=C1W8Ur-~7rJIfepHBxSwQZ7i25tZgNyI78QeukKw9Yvs-NordCPqhJcMnQPWMdEI0P1YL9QBBG7mFpK6U7v~bwr5YlQfuPrDQLBsoRKBEQJo89hLXTnpmSsiGqwi9133m4pH78DH0bQY9aepidOiDi9qpaynZSr0YWMaMuh4M9ZYKvMQDU-PqjctHuljm38BG5mPK7nNCZCog0xEjg1~-IFh-yXT5EXY-s-9LI3pd4IKPEgSHU53DbjbSvBX4QOpotPW6WVBiGZleYtgyzDpsO9ysQvHsC8CstNm6bGN8TY8Gaq44DMh0wsZ40mwXiUNx0jE5v9~zvY6-rMMJ-qYTA__&Key-Pair-Id=K2SVGVHI7PEVAH,0cb5f306-65ca-4871-b0b9-afd1355daef9,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1158,Court scene,,,,"Drawing, Collage or other Work on Paper",Gouache on paper,,,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/64d59590-cb7d-444c-91ce-6b1ea01d6436/IMG_2554.jpg?Expires=1802811871&Signature=O5N6Lyk249ji-197Il92Nd2myFaBJ062Agzq7cFBB6mBWCHVnecJz9iOxfeqyDChZatOijW04eXZ2QbyWSkXT5Gq8UXEAyaUqI3bi044sWK8hT9rh6RdOhSGSq-p7gZmW~o7ET-t21BFXenr~1njS2ecixqoP0rxEE-jV~g6Ee6IhyqvNpeEfgN~vi67U6tNDI6v4Zn34MFLYNOUuf8OnoJyAdo5XYvNozz43L8sE7QqLVj7W8NCcS15eGq7OP2VB-NhLJbWU030gAX6~~k-JZJto2~15LqdxY0-rPHZheh-fi1bpCHICDujgjQvtXucvAVrEu6fzr~aGvNIO7zIfA__&Key-Pair-Id=K2SVGVHI7PEVAH,64d59590-cb7d-444c-91ce-6b1ea01d6436,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1159,Hookah smoker,,1800,,"Drawing, Collage or other Work on Paper",Ink and gouache on wasli paper,,,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/14e37093-69dd-44dc-8758-979f76bbee49/220308_KapoorGalleries_0068.jpg?Expires=1802811642&Signature=uNOVh04MqgFnEY1G-YzHWYFu0ZrwDQNoWF3dLYUQi4765nbLZ522mrL8gdoRIp0xdAmJFyZkTXYAGI~gTO4GlWsdNA2bBZw0yoMZ-v5w~pbDBhMZpj6ARdvtADIhXhfTUj7GOoG2rna3rMJOSuYh1qTSwVhif04jtvsJ3Y8xWwT13QXrIz7-OTTMVMKAqZ-IhPDD6ybgzlJ9zpgaAA~DVUr6U4TyCe2yzhByaa-aQDbbZhYzYTtLTGgtUjJ6wn~jp4dj-lwrQRSvR1ZKIYcNysCuVNmgKZlLou0QU8OELQKkyd-fKFYtJkEMIIBvwCrPqlawLvDucnYajlgsnmy~Vg__&Key-Pair-Id=K2SVGVHI7PEVAH,14e37093-69dd-44dc-8758-979f76bbee49,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1160,Ra Mal Deo (Maldev Rathore),,1801,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/bcfac60b-7da8-4bb8-a6d1-96da81a5f509/DSC_5353.jpg?Expires=1802811871&Signature=tFK41jwcnVrH3cDPOQ0hZ5Yh0lyCGJbrvoj1iXngT2w~rtN483JWejRRqTQVq6JlMsEOBbht5t6Jp6xvutUsvkNdp6yZfW6Zz5Bl82zrnztWjeRNBoTYKUTOex7gAnq4d8d6Jum32mwJ52GThDXda6NQ5dUlODKc1PoRQmrbxb8az2zHGt6c~ewkcZX-Q~7g0tlel-lQB4oL~4M6PYQS4uEmkARMRFAumMuIZrNRLCB2su2YtdoRKoUWUGxKLAkHd1AyVyeeQr-VyFMhCHYy1ImWtXS9mq58LWFxlL5LbiD7uQ3RrzozvNkyswEyV-tHT-fPYntRGv-aUkUIxmjSpg__&Key-Pair-Id=K2SVGVHI7PEVAH,bcfac60b-7da8-4bb8-a6d1-96da81a5f509,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1161,A Portrait of Rao Maldev Rathore,,1701,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/56ef0bdd-586a-43c6-9096-fd018758a6c2/img362.jpg?Expires=1802811871&Signature=pc4FA9F39TlaaL5PVoCwmxoTV6vglkPueNciau1iQRfvzeS0-smIivTg~3UadosEMwqswiWzeG8vjhibbir5D8WzasavIG3vxWRt92KyQz3gj7xCCvAYFaN~VLZ7eyB12C~P3V1hDmMp33bKWpnAR1rNWk9S9a-D1XQHtb7vXZL92qgHm7l2ShgN5DTlxw~MCURBQOeaLx8jZ6FrgeBgXctrB4C2LDRLhEDK63wBxaP3ZTft1SIxfObGNSW7Cfjy-~Iu-FH-ob9a55ADaunw83OekgRZKRD0KfdJg5tcoc26zxzm~z3HbdLlw0Jn0venWcphw4sNhexE0s-kQ4a03Q__&Key-Pair-Id=K2SVGVHI7PEVAH,56ef0bdd-586a-43c6-9096-fd018758a6c2,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1162,Maharaja Jaswant Singh on horseback,,1840,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,10.0,8.0,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b15549bb-ace9-473e-84cc-736663f97701/DSC_8196.jpg?Expires=1802811816&Signature=Pi3kIhzfaZVlwNSv9pPsf9nq1SEAdju6LjFuZXPQbcduhxFU8kDtbdimJ4fDMKREPhOGOwf5TUr8wvMmwN2as6O0Tvyi4AnUZzWDGNz11B~bMFcmnTZTcMCjmKdPI-CQXRUWfNV-MdGk5h1Ykoc64XPgygWHS3BkVsL7k5sNR~~KMShy7NINvZlDP0PuM-jLqmCjdvFFC1eCzMKJtVVriAg4a9gCjKeZUwzTrSQHt8644f8Djusipku~flTXO8ouI78Gt03ufnCSbQ1PxNLVfwk8E1tSB45183iKQeZuhZ2rF2sPTDqXnTygmEjRILqswZdTfO8btB5Po9ZatKdRag__&Key-Pair-Id=K2SVGVHI7PEVAH,b15549bb-ace9-473e-84cc-736663f97701,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG-1163,Durgadas Rathore on Horseback,,1801,,"Drawing, Collage or other Work on Paper",Opaque watercolor heightened with gold on paper,,,,,,active,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/ad574eac-bde2-4207-a8ff-b6a096433685/DSC_8171.jpg?Expires=1802811871&Signature=U0NElCWz3p3zYrWqD8SSCogeBOslW3V5aEcxw0alzfCh9f6x-zMNr5cebIs4qumspsDkuvsz1T6l398nuruHduw91xQggex5ToI5cwIB4x-KoAMhi-pMBI8ZyDUfcDi770hlxXwqUMlC2kxmEVLzALYIKdiVUqyt54n8As~AbrT0pnqwJswql21cG-zU3DiCZZxmCgH9UxQekg-5aOhiR-gXnHdX-Z5Ur9AhHrcV08b~zJkh8ALVxbp0A9CDelNWBd~OicvtYi5yIcBykVScI6tx41rUV6h~W6h8nV8--5moAU1bFRBOfqQ9-uiuGoCe1etWBy5EXvQ3ogTIq2OEDg__&Key-Pair-Id=K2SVGVHI7PEVAH,ad574eac-bde2-4207-a8ff-b6a096433685,,,,,0,,2026-05-06T06:08:32.942502+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
