,Image,Title,Origin,Date,Medium,Dimensions,Link,File Location,Acquired By,Provenance,Published and Exhibited,Label Copy
,,"The Hindu Gods Vishnu, Shiva, and Brahma","India, Bihar, Terai region",10th century,Black schist,22 1/2 x 27 1/4 x 6 in. (57.15 x 69.21 x 15.24 cm),https://collections.lacma.org/node/253917,https://drive.google.com/file/d/1KJmCKX_yDPsoGaXZUYZaLpGlQ1oxWxS7/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.86.337),"El Universo de la India: Obras Maestras del Museo de Arte del Condado de Los Angeles. Santiago: Centro Cultural Palacio La Moneda, 2012.
Pal, Pratapaditya. Indian Sculpture, vol.2. Los Angeles: Los Angeles County Museum of Art; University of California Press, 1988.
Mevissen, G., Banerji, A.Prajnadhara: Essays on Asian Art, History, Epigraphy and Culture in Honour of Gouriswar Bhattacharya. New Delhi:Kaveri Books, 2009",
,,"Krishna and Gopis (Recto); Kamadeva, God of Desire, Shooting an Arrow at Krishna (Verso), Folio from a Gita Govinda (Song of the Cowherd)","India, Gujarat", circa 1585,Opaque watercolor and ink on paper,Image: 4 x 8 5/8 in. (10.16 x 21.91 cm); Sheet: 4 5/8 x 9 3/4 in. (11.75 x 24.77 cm),https://collections.lacma.org/node/171724,https://drive.google.com/file/d/1tcMvGNvBpEnxgW_ThkewvXWhy6LXiXc4/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.88.225a-b),"Pal, Pratapaditya. Indian Painting, vol.1. Los Angeles: Los Angeles County Museum of Art, 1993.",
,,"Radha Lamenting with Her Confidante, Folio from the ""Garhwal"" Gita Govinda (Song of the Cowherd)","India, Himachal Pradesh, Kangra",circa 1775-1780,"Opaque watercolor, gold, and ink on paper",Sheet (Sheet): 6 3/4 x 6 in. (17.145 x 15.24 cm) Image (Image): 5 7/8 x 5 5/8 in. (14.9225 x 14.2875 cm) Frame: 20 1/2 × 15 1/2 × 1 1/4 in. (52.07 × 39.37 × 3.18 cm),https://collections.lacma.org/node/249309,https://drive.google.com/file/d/1yyxCDN6IlaxwfV_pNp0Tsv3G4mQfbGik/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.84.222.1),,
,,"Krishna Receives the Sacred Thread and Returns his Preceptor Sandipani's Son, Folio from a Bhagavata Purana (Ancient Stories of the Lord)","India, Madhya Pradesh, Malwa",circa 1640,Opaque watercolor on paper,Sheet: 9 x 14 in. (22.86 x 35.56 cm); Image: 8 1/4 x 13 1/4 in. (20.96 x 33.66 cm),https://collections.lacma.org/node/178718,https://drive.google.com/file/d/1gcNH_z1HXNqBXVFSD5Bc2xJ6dHK5up0m/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor in honor of Dr. Pratapaditya Pal (AC1995.220.2),,
,,"Indra Paying Homage to Krishna, Folio from a Bhagavata Purana (Ancient Stories of the Lord)","Madhya Pradesh, Malwa",circa 1640,Opaque watercolor on paper,Sheet: 9 x 14 in. (22.86 x 35.56 cm); Image: 8 1/8 x 13 1/2 in. (20.64 x 34.29 cm),https://collections.lacma.org/node/178719,https://drive.google.com/file/d/1kzSZEJVDcR590h7__kI1mnA4fmE00uq0/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor in honor of Dr. Pratapaditya Pal (AC1995.220.3),,
,,"Nata Ragini, Wife of Bhairava Raga, Folio from a Ragamala (Garland of Melodies)","Rajasthan, Bikaner",1762,"Opaque watercolor, gold, and ink on paper",Image: 10 x 6 7/8 in. (25.4 x 17.46 cm); Sheet: 12 1/16 x 8 5/8 in. (30.63 x 21.91 cm),https://collections.lacma.org/node/249249,https://drive.google.com/file/d/1qFHwYsXEkcnNlwMziDPXGJOJBl_VzDo5/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.84.222.2),,
,,The Hindu God Bhairava,Nepal,12th century,Copper alloy inlaid with silver and gemstones,4 1/2 x 4 1/4 x 2 in. (11.43 x 10.8 x 5.08 cm),https://collections.lacma.org/node/172744,https://drive.google.com/file/d/1ElnS7Rz1Ka8e0zdlrnx87Z5ZNp849VHN/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.91.293.1),,
,,Male Head,Uttar Pradesh or Bihar,circa 300,Terracotta,10 x 8 x 7 1/2 in. (25.4 x 20.32 x 19.05 cm),https://collections.lacma.org/node/241703,https://drive.google.com/file/d/1YFN8HJm0qDWU-2QQNgy3FQtuhYLEPkOe/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.79.186),"Pal, Pratapaditya. Indian Sculpture, vol.1. Los Angeles: Los Angeles County Museum of Art; University of California Press, 1986.",
,,Manjushri (left); Monk and Donors (right); Folio from a Ashtasarika Prajnaparamita (The Perfection of Wisdom) Manuscript,Central Tibet,15th century,Opaque watercolor and gold on paper,7 3/4 x 22 1/4 in. (19.68 x 56.51 cm),https://collections.lacma.org/node/243791,https://drive.google.com/file/d/1JN8tYs8R88d2MwmkBEDoziO0dG9P6PZR/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.82.61),"Pal, Pratapaditya.  Art of Tibet.  Los Angeles; Berkeley, CA:  Los Angeles County Museum of Art; University of California Press, 1983.
Pal, Pratapaditya. Art of Tibet. Expanded edition. Los Angeles: Los Angeles County Museum of Art, 1990.",
,,Relief with Three Goddesses,"Uttar Pradesh, Mathura",2nd century,Mottled red sandstone,6 3/4 x 5 1/4 x 1 3/4 in. (17.14 x 13.33 x 4.44 cm),https://collections.lacma.org/node/251142,https://drive.google.com/file/d/1QvbJSxS_wz9gfBFkCW9Flv9AWQQNUlXe/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.85.212.3),"Pal, Pratapaditya. Indian Sculpture, vol.1. Los Angeles: Los Angeles County Museum of Art; University of California Press, 1986.",
,,"Kumara, The Divine General","Pakistan, Swat Valley (?), Gandhara region",4th century,Gray schist,5 x 2 3/8 x 1 in. (12.7 x 6.03 x 2.54 cm),https://collections.lacma.org/node/251147,https://drive.google.com/file/d/1YT0HLY9NNR-UIm6bcJSu8fXv3Wb3cauX/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.85.212.2),"Pal, Pratapaditya. Indian Sculpture, vol.1. Los Angeles: Los Angeles County Museum of Art; University of California Press, 1986.",
,,"Tympanum with Kubera, the God of Riches","Uttar Pradesh, Mathura",4th century,Mottled red sandstone,14 1/2 x 14 x 5 1/4 in. (36.83 x 35.56 x 13.34 cm),https://collections.lacma.org/node/177851,https://drive.google.com/file/d/1Zfs2vTL4jS_126L9CfhnTizANXk_4hMD/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.87.274),,
,,The Hindu God Vishnu,"India, West Bengal or Bihar",circa 1150,Copper alloy inlaid with silver and gemstones,7 3/8 x 4 x 2 in. (18.73 x 10.16 x 5.08 cm),https://collections.lacma.org/node/243121,https://drive.google.com/file/d/1IjSUNENnZYt5goIx4ZTGvM8cUmbI8Vsp/view?usp=sharing,Los Angeles County Museum of Art,Gift of Ramesh and Urmil Kapoor (M.82.227),"Pal, Pratapaditya. Indian Sculpture, vol.2. Los Angeles: Los Angeles County Museum of Art; University of California Press, 1988.",
,,Jade-hilted and jeweled khanjar,Mughal,18th–19th century,Jade and various jewels ,15 ⅞ in. (40.2 cm.) long,https://artmuseum.princeton.edu/collections/objects/141858 ,"Record: https://docs.google.com/document/d/1CTJaUcgz4CvvK4dJYZh8CmiUoKxFdDzcvIqZiMGVw0k/edit?usp=sharing  

Invoice: https://docs.google.com/document/d/1eG7vT_iX9VT0SEZcAxSOWtMytYHPTZI_1oQV89EVyE0/edit?usp=sharing",Princeton University Art Museum ,"Museum purchase, Hugh Leander Adams, Mary Trumbull Adams and Hugh Trumbull Adams Princeton Art Fund",,
,,Carved jade-hilt dagger (khanjar),Mughal,18th century,"Jade hilt with gold, watered-steel blade, and carved with gilt patterns",length: 36 cm (14 3/16 in.),https://artmuseum.princeton.edu/collections/objects/141859,"Record: https://docs.google.com/document/d/1lxH8tMNXwhDDcIvDPnLmhvwkp0pp6P-1EFmQ17ZX8n8/edit?usp=sharing 

Invoice: https://docs.google.com/document/d/1HDGHRxhpawnUwVuiCjNgBLGnrjHGkuLZSfHl4XjeFpI/edit?usp=sharing ",Princeton University Art Museum ,Gift of Sanjay Kapoor in loving memory of his father Vineet and grandmother Urmil Kapoor,,
,,Radha Watching a Storm,"Indian, Mandi School",1824,Opaque watercolor heightened with gold,"24 × 17 cm (9 7/16 × 6 11/16 in.)folio: 30.2 × 25.1 cm (11 7/8 × 9 7/8 in.)",https://artmuseum.princeton.edu/collections/objects/140270,"Record: https://docs.google.com/document/d/1vrq1eCRhjLHe9NJ5Gr8gTu-jhcl501E2_Q1ETw9aJrA/edit?usp=sharing 

Invoice: https://docs.google.com/document/d/14dW-i9G-TTuDnmZ5PiKEgsFOJU_njGJwoOAZKqUu7kQ/edit?usp=sharing 
",Princeton University Art Museum ,"Museum purchase, Fowler McCormick, Class of 1921, Fund",,
