Work_Number,Work_Artist,Work_Title,Work_Year,Work_Price,Work_Type,Work_Medium,I_Iinfo::D__Height,I_Iinfo::D__Width,I_Iinfo::D__Depth,I_Imgs::URL_public  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0ce17986-fa30-43f7-8950-f3f8ff02118f/3937132_1.jpg?Expires=1802811824&Signature=vB5K1HL9okUX0zMDCcB1p9MhIotHoBcbZY2VWRO-FZQ0egDaiAA2oAOejM73xdD08qks76auPvQVEAZ80av0CU1MSgF8lg0lwDJCzNvRDq2S3N2do55XjUo1mNM1TCXvzkWTMRp9mQsX5szO6qr06GjvDjFNRocMfUHKg2AZ-efbierhtg8N2rl6U1opT95nU9aNJe2M07p6l4lPKR~9YDFeOMj1ou9hz1F39TLa6oti7QgygTU9GBWRxdeX31krKfDmBEBagvn8vlOnRM78uNc3fzL3VwlN77-fX-FAnOfj4VXVyqmJVmTSpkWsJq3qxUIPKDSBe~CnnVQmw1d7wg__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1508,,Warriors on Camels,1801,,,Ink on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/51f26a10-b65e-4acd-8b01-6336bb6b6400/201124_KapoorGalleries_0001.jpg?Expires=1802811650&Signature=Q8DfnjuJJG7CiE-DBZVg91ZbeVWo6Q7Rts-oTz5FTJWXrmHQzFYOaCJucsoF5Swbr5vDvj-~Jh3KIummczgZKNMU1ZI-c2UvZ0K4qCVu6V-I-0Kr0jQT~uzQGu18-KTsBsIz3PSCsxGanN3P6Hb1PFpHJQamRagf9ptOK7P4xcywdbKZUjN7PC10U4tMiQ6ZrIXCm9VWyXqv2q0KJdJ4s3o3cZch0RNtrbrXGOZ-oOyORx-aBpnrSx0wg53IPcJ98~xo8-WRZHfMKUa6KbXP4FPh4GJNLWlbpaNmy-63oRgZGtq51EmfRI6UI39DqIQ6TkOQP31JiaKdF4SoxEzeug__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1509,,Need title,,,Manuscript,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/84301196-b178-415f-911e-7a7aeb625344/IMG_9889%202.jpg?Expires=1802811890&Signature=PGCCMJvTWM~7Fp7H3VM9wMKDcuTsKlovJQMz2vvwHMhQDHJ3ly7DFJF2AqaDaPIXeJKY7C4hGL-qQ-EDgyC51KqqmEDGcbwFXagJ3AL0~3Qcdeq~MofZc8cn0ir2JS0bF-i~DUSr9YYKDXiNWqdenkDGbJt3U9fFnrnTr03FrkKuQohiJwKTcLVAxMk-l16Xoku~RQc~6QeCnL2eS0HQIauWGPJc2KZxio0FVafzlmuV62m4QJcyGT6JKOwPpUG8XOHjYtxcXdk4WOOe3Kuc6wkTI3yOUdYPgpfb3KJGDkzv8W89e0mUvxQeWQueQ7a0xZM1KHF8EVCXjaiJemSY7g__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1510,,Need title,,,Manuscript,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/d73daee7-3e56-4615-abba-88239dac7d04/IMG_9890%202.jpg?Expires=1802811890&Signature=D13hkbjXhFYPzvQpFsjSTtu-Y5~87azwubDlnSMYf~EW8l6rnUEh~koNXmACnEINetEdzTLTU8jgF0966oOnBWP~wapsvh5Clhkp-0LF3CNJya0aPrPKJYeJPqAh3b1c90rknazNt9F~gZp8wm3yRTkwWlQP45iMoGbWHltiYV-rK9aB~-WQQgLbeoTlxeADFBSwGctvbgLpBfhimOBj24TiQ2vloKxueCHsxIQV7Sb6bkCXKXG~7LTzZeg9rOcJUMQD44wZKicIT8V77TfSUmbc5Gu1BYGzu057FIDdrmZuznnG~kf~cCQLpabCSxU~XQf2eCHuLZUql9qV5kvIYQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1511,,The Goddess Chinnamasta,1840,,,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/fda064e2-ad73-4027-9843-6eea65dfde75/201124_KapoorGalleries_0006.jpg?Expires=1802811761&Signature=atUUb2La97sKJ1SQXArVPDt0y~5AwfWxx5CywMYBr3wgjUPiK6Nkx53KamZ8kcO5HnEGMZQzZO1NqOstdxxHVHnG486lu8gbspjap430JOF30Z9yzgJsHhZm1kgzZaBe5Atfk3T1PCnM2KRu5fT6zCu5fEwOhziftMe70uYbbdmFBfmCIoDW08fRauRE2s1JGrglTV9l~qQPQWtHsiYZkc1-rdCLGWzLjVm0Kq58ikr1njxeG6GgdOZ~djR9cOeNlS8-EgjfkJ4VsSUJBVArgG-lSh1Lo820nQa5yegN5L7TXgKYkiOuFgqnvR3DXvo9OGi-f6qZVJwE0LkL5uFaGw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1512,,Krishna and Gopis Pichwai,,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/4f617c5a-9a39-45d3-ac2a-3d985d40d710/IMG_0979.jpg?Expires=1802811891&Signature=XYwkKoB8RQcK79LwJstkpe83NExUBzTras~FrVOsiihZruHw3sfuf79IYbBubzRdgW9kTJ5cRdnu37ZkjZTihwpJbMA88nbMtiluHcDjvyQoF1Wd~hkWROY8WwnDXNCIgB1IdifYjeDI3PrCEhBzM52hBaZfbt5iSWJzuWpTJEmzzcqC674JNeTwSam5YKUmkhMLE~OTEuLv~CKCkEsp0aT57oRXAcJJYd-0mxSghfJ6WiLZIKJEastnb3cn~dz9THwE8vPaOiQwvQtLvXT63ABXzyNYdiPFDxMMSfAiM2pZwYTIHDrQ77KEQLp1M6QA1eX7ygPmLhW9a5pVmra5Ig__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1513,,Thangka,,,Thangka,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/76236685-058b-4a61-a56f-8f067bb49d92/IMG_0991.jpg?Expires=1802811891&Signature=eew2g9AZyDXLTx~HpgxwjsJziFv4-BaDoaTQZ3gvt~srPfFw5-21v4oBD03qSIL4qHr3E~mJgyo5xd6ydgRQBgwiB6hbEVrOgWoYM7HA5MtJornfMznwfLY0S5fl4kId-ra-lIIbGuZdk7FN~ZybH052f~hrIKARz17Ti1UneuXr3bUFUpEzwI8TTEhcuOD6dMfqaBjyD67NJX6QgtkJ1mtzEetxOV5Fa5OnssMXZNrk6Yg9bhyPqAhK~PLiPW~F5Hwe9RN-eYrUnATCc1Q6BMAy87vzpkxIxej3xn3bLNvi3Vfdm2H5tHoDM49pMhr7wBa2goSYrgjK26WFF-yNaw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/9057271b-268c-4430-83b6-eeb4ed571fbb/IMG_0986.jpg?Expires=1802811891&Signature=Xa9F3PiVyVRyy~bBq8hcSpj7Bh10R3Aj4xVjIIW5~ncGZQcwyu-2IcAASN9xLXqVeMsB2ZLoZNNLO7vNRZHsylBB-66x0zGVLe9FxYDAFE7udIBOsaXXlKrw9VNfg24WDfrXMaCSVYTGDATrs6AJOtF1mF~cLoVcdoY1FfD1zCvZoTXfjVE93wahJtibEZ45nQtcSfg-PMYG6b1UAhOm~Hr-Qo4mlcTzg51MzTgfcQwNjU0jkCr~5YQVpJ7U5SVkp6YTLM8kbNNUQUCmnAGh~cIQRBBYamZwpxBMc98ogu72KobBiYPltT2Tm8emqjwN39KoAlohXnrPS5KnSM7C9g__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/19527def-902b-4c55-9a9f-989910173de5/IMG_0987.jpg?Expires=1802811891&Signature=gD0UBMeMRdPTAY~fYTNV2J9hS-ojLJq7uvT-~wZQs2b0~ommyi8~tzVHTXArzQdH3R9ImMWQhgojVyXrCS~JoOBatekaQoqseiG-KOqRLOan6o5yGv~A6mcPPNhJ5xyPPysvtVlfopl6KWKHhWiHub~~vEKxYKqPwJxBr7UYKWfy9mUz2lbG8zPAcE2qPej-j7a7zVeLiPQ1lnQ4m7UkyaACh5e1Hp4-~Gu1SDnPLedc7noOvoY73Xv6spwSbb9rbjj7QAVjMgSVmKYDYHl323r2SGodIi342YpHqPJvP7mKnJc7QNuFxoUo~BFFSa0TiSj4LAhBxAz5J~8qQtexng__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/58c8db04-805d-4028-926a-4a6f3a3fda55/IMG_0988.jpg?Expires=1802811891&Signature=Ei8DAPCS8vV3OzZouRcgb~n4aW6myoplZJHhzRYe~1NABZenxVjG8ZCki83tB5Sf2mFYt1ioe7V~lrkp-Ss6EBzTvTX5iA9tE1i4HAo6tVpxfGqBGZKNk80PLx1N9QID1tHiHd7NH2gh1MKZwqAVdzuo7kXulRJlMBOxaPPBnGF9w5Pa1HCnUN2IJ4wL-7i5t9muSb8VJkHZvb8zBay~m3KcH~fQF6m6-r~G88Rgz59IMN0pGn8Z40HzOKXrOGB1uCRmxAQaQL-h53ZjxmheSbdrELUAt0oM35mXYjem6oSDQygY7CCZ-HShKiBeE6rOhJUgzHXs8Paza8LwtH1YLg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/493b68f8-968a-4b3d-822f-53135814ea22/IMG_0993.jpg?Expires=1802811892&Signature=Bc6tnKv2pjD3Ca~GSq5nx2PJxPmvjNJHXVC2Itgxang0QTFo-F028-~xI~ANMmOSQyg~WFlyin6wseipyXYP~5GOoyBAQl3H9n7uHAz6MwxYhSEoa3xRCrHhq84FwpMwpKGKbSdNkNKVWTRTYFkMfItpGstupLyZmd2YN27q~teOjNTOEUYqK6CMk5nX7pi7dSiUrG9OgLGBrKslUSF7KjHikNqv-ye292bdH0tOEhU-aDcR2gDBAOy6KXTVqk4NluQZH3rcCqeTE-vu15OTazLg6~Qy3kVUO-iAV-LBLrbm7qQ8DxVWwtZdGwi5PH4vQHmY9MXHFVaVsZcURIrKEQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/58bfedcf-8110-4596-a20e-92a9a73c7791/IMG_0995.jpg?Expires=1802811892&Signature=gVWPyd7s26CK5mcibEBr12Cd1NKMhNqps8IEy2UCjdMNuoL9RFMybyE55xo14TVPUvYag8KojUIA8sQ9nIzbe6a2iI3qAwOtd5mT2SA9BvemwiydEYI39TLJNXhNqinS8THbQzDmWhME-oL6ydY5UClAUmWAViyC8wMVtwNtdgQiWP1ydZaSWOE3PS-iyCF4fC-KWszNUU9E367LFOUrkTNOo-I4VyDLVbLMR1NsfNC61K~9jZklvt8kkHS4bH-kuSebt0~pFUOv3nh6iAtA2p9jk94QoBORn2dCwR7nu57gyDWtjS15MFhvpI0nvB73RS8zkiFLsz-6wBZGDsXJCA__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1514,,Mahakalika,1820,,Painting,Gouache and gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/56558dc2-c5d9-483f-878f-30b03988a1f9/Screenshot%202023-07-05%20at%204.44.25%20PM.jpg?Expires=1802811890&Signature=SrkvIbRTn1UQzg-JWnIpIuyO7Je2Bn2Gs8OkbZmX~dRvtwq9lsyoOcAwYe~V~KmgRY66PsrzF1GsYqEa49LdL3QAcAXiYrQo82ZrlK6Gr4Q04q8F-EZ0n5ukMx3QbWsAyDQDOQwPdkNvuxfBrJnDDJvSb7tZV3NnlSpRDkGhu41uJDQQd88k-bYFno6OEvBTqsnMdHEbQe3Xl~38Dw48nS-N0Mhcn06HZuFR-FWZEWl9WYF735sEG1a28zYyvqAwuaglt1W~VIax8a~V6uYs3jFDg~w~NTGtg8rnkXCZwRseHIe8TnTXxcbhcKR5S17SBtlAE8qS2T3kwtPUflIL-A__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1515,,An illustration from a Kirata Arjuniya series,1820,60000,Painting,Opaque watercolor on paper,13,18,,https://data-us-east-1.primerws.com/kapoor_galleries/i/eab80139-1adb-4725-8763-e24d202bb654/Kirata-Arjuniya.jpg?Expires=1802811960&Signature=Ye4U33zR9ZsHV-DB0cIK5AbV7goqW2SVq5ZK6fA6NxfnODe3j8Y~eCP2h67p4v5mJPRMseNoSZjzr6uYlkZc53ieDiGSzA0~Grkkf100bZsYRv~rk9w1L9h9YxhtdCJIo4cIqCJguHLL3NLHXRRdpXpoD-g1rBcMh73oiTwvmGJ3zWBVtO4Fq~D48p1R4FY9n2aKrfYdXoUXhRu9CClXKyN2afp89KfDW0gXKePrVXDO7o66yEKCmDt7Gd2naHAuuRfs3as1N42XMayRlPKKz98-u9UeCyGKX~51idLZVhbUFuzJL8uP31QMCcFOviofNhicU9oEHKfiKAm47BFPRQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/af6fa545-2109-41a9-9854-734ea8b16d4e/2023_NYR_22040_0504_002%5Ban_illustration_from_a_kirata_arjuniya_series_arjun_slays_mukasura_ind070358%5D.jpg?Expires=1802811960&Signature=LPBuEiAJ7vixERX~mXSlqgkj8hLeewjMGGPXQiQkfZde1LEp5DFzoiLs72cBQrtNQ~ZzrJVmTgMeQv8NldOqVNGJBo5IboCgXv3oHHTjzlArYqgqyodDG4~zpk1XI-uEvY4Gl5r2O2zk5Y1wj03pPVXLG5l7KpndsSyEsjV9UoG4sHQ-kXqsnChDZlCXXlXD8zfgp4o5oKj05Zvu2t8AL-XDx0BjQwDXpIkTHBrT5drqExs7xRf7N-MehXvRR8o5k2OsXtjh3MTOElkMR-Uo03CDQEfeL19JMb-oIYsg9c4Njoq6EcDxFs8fOqidzY7svlzjw-MM~zqi5e1EBCqhTQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/abf0a4df-2dd1-4031-b610-4a633b1ab7a9/2023_NYR_22040_0504_003%5Ban_illustration_from_a_kirata_arjuniya_series_arjun_slays_mukasura_ind070358%5D.jpg?Expires=1802811960&Signature=cB9P77WQmD1FoQrh23-71hkg~at9wrH~ivTLuUVGKKkIp1In4PRRGuBPbZTSMGxNpEAyHzwzHt8~GgogOzJAOpvpUnoV9SYI1oIx2QC8tGvb5ytq8o9MlkzpPtQ8T-4MYhKUxU-fUCTxu6P5D0GpeUkBIkr9AreYNm08JtLN9WabxaiCDdtCXcxvVoYlY0DvW3o1ZSM5BRcV~Q7UqHnDRQ63B3FyBB~YGu5vagsgE57aCtAIr~6drDjmeJeUD-aXZ7zcP9ru0m00D7nTChE13laYgX~KT8cJNR~dPe6OwLoHSO5z~iY9CSAiyt1xqw7FCEC5TgNMooRgEbgXq7xckw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1516,,red black dancers,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/2960af1d-ab98-4ec7-9f2a-be6cb450b2ee/Screenshot%202023-07-05%20at%204.56.42%20PM.jpg?Expires=1802811892&Signature=fQmxG~3WiHevvWaV7ksCafEwSVwueteRu1y1TOLudyt5u3OMpUtOgjMfye~I5GtQovwOdRX8wk~H5-O1yPLCQO2X9gL561qWq9-HL5KKEYKgSQKpSmtpwMkKW~0eU6MJDNDCxr8h4X9nfaeGJ5Qi1HbPhPP3XaJuNalI0KZ8Tg1M3IfgAY4PJCWmx5Gy-Hew9x0uuISVkVAiDeb42OMkK86O33L90~pElNfQ0iyHBHhbLYaA~JjbPqtumlikbAP7KrgGtnVgHf~XEeAjfOrN1tA70HjcY5QkgSRQLbW5GyQpdepKZiHkQ4nCriLt-YmSB5LTI33Tj6yaY59VWWRv1w__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1517,,Composite Beast,1850,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/ea4ea784-473c-47cf-b72c-b7c32bb9fa0f/Lot%2045.jpg?Expires=1802811638&Signature=RcP9tcYppzQvnnvXFNe6m3bEC77qE7jqYNvwW0QkiMQDilYuLDz-~gtMRh4LsEH-JDymK8S5LReXdUbjUFKVqnHFtoF70Osez5k-pBJG8D1-HnIH1MB17Q77j-G02VHgtiwZpivtQ6Ij6DudMRTkCiPIl1BWsMzRVxjIZrlQgJjr9KvckiNm4m2d-FUgeMhhUyLrxOe5JYX4ODuSzyaa2YC6Jhd5fRt3ih6ikRpF-opsdmiwyBGfQ05N~7z7MpRlaoNLeR7JEANEww7R2seXewD6NWE6EtTTPs2yJ16-RQrUyvgmal0UlPmV4ixfS01jus8ShRzOf~hZIcIIGJPlqw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1518,,Two Women View Themselves in a Mirror,1750,,Painting,gouache painting on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/85bdde05-d716-42ef-a7cd-845f2786a107/210122_KapoorGalleries_Flats_0002.jpg?Expires=1802811808&Signature=d4GwRZ3hdKT4vgxxLs1U8pZqPosei-s6ULWXx~46ix-PDF3RW0RSZFMIToSE3ubiLattnqhci7Yox0CuqeL-hyuOvASe4L2Zh6CdoPkp8OeaRMf2o9fhL~ROCU~7-IGYo3KBIJ0P92pZHpyceB82FBV68eLJtnMQII89SGAEQMDtLJ0mR9QXqSK1zMAshPc6EGwrx~b-AxqOCAv9QJ8j4lwUJm0DSvdqi32f~f7f929ZK4OIy32FP9UVseBkJRKGwNGcO~qiq1g5b0pQgNyrgZXoSW3rPPi7V6jcIIIFs7~qmqzMSVDAAYYaeX28Cc8e5qYoLgNd~N1vCxCUNFX4ow__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b9795286-a98c-4e7a-bb10-095c9104263f/210122_KapoorGalleries_Flats_0003.jpg?Expires=1802811808&Signature=fMZ0boiFS-fSLmmMKYrUWiJ-AG6y0LoiCYp7fcX26Q6H9Y14n6t6PpaRAPf42A8VedhK3~nj31feJaD4AnP2yZUuTr0F9Kc1x9pbjsGOh3YnStytiGROrJCsxIlIrP-ADGBX8f8CphubyA9qU-902m2CLaQDoU2S6vs9bq2ibhfQfLk0-hbll76nTEdagLbraXRRuhYx9qSBRpeU74Pm-tvAyFle1HcoiUmCoK9FlxCZiTtzCnAD8QcmWy3~PORn2q4v4FFqJiL-QgQduClF8J5BxVRwEIL6vBSft5a3~AGl1GA8umGwl0vx8kqupMYS8GW-SVxz7vZKLa346TTzPQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1519,,Archer Shooting a Bird in a Tree,1701,,Painting,gouache painting on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/76a814fb-e27b-4e09-97dc-615792bed572/Screenshot%202023-07-05%20at%204.58.02%20PM.jpg?Expires=1802811892&Signature=jE5fyuTQxlHxvvvbp2uAR2FnHYhvbFvhkUMyMyQXcNFGi2gfhATTjE2jWQ4D8apjdZ9ZWhBkaHx7WeqfJ3WfYXJFMIOTpXCneReSGSvFbCmcdN3eWgiYQ1ue8ka~OQfzSAraacfolBAP4C2BwhPfb7DIj8QFhGSS6XeZhMLdWSr2grX8YsLP-wOn88o-ZHpbHeSddufeXcupwtmQ3GCGirbSbhA0AZqABpgf7yAcOhJox~wF3T9h7njiyHHVEvg~klHTKmoZZ1c8-mJCMwdEsfpqQTXfkaIuHfveZQ~vNwAnrhpQIJ66DXT0V8XWGTfsIerjUqphhPEGnC~08pP-kA__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1520,,Princess Strolling Across a Palace Terrace at Night,1701,50000,Painting,gouache painting on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/2ae2d042-0341-4ea4-b40d-087014593c9c/210122_KapoorGalleries_Flats_0005.jpg?Expires=1802811645&Signature=K5C6IQieHQkyj5kQJA-3t9grzf5NPKx2ek2IkJdv2a4L485X5fRbgxSau0rrxWwgMakxWgGqgNcWSDWNioePLRethBkVoLVTp12a6FUAzkMRFoJaskHJmRTgBryxvW21ekjYNKR1C0aqdByuYDHilaWVxgyYL4~F5HKH1vb776bZQQYuRQyRg2d6FFPBc2RDqMRc-~GRBOxsz90LYl9jHHRuN4a0Z58IFlkERN5DbJNv3rKyxvQ3l7WCbKCtMo-kMb6wpu~O2GOc8ej0836DdNnaNEbd53niiWs0sIzUJkTJeCBd-BwB4e1FRaxaTLFg4PLVU5oCh3xhtu3hI2U9Tw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0334c96b-dc85-4ac8-9c07-42000cb44270/210122_KapoorGalleries_Flats_0004.jpg?Expires=1802811645&Signature=Y7eyqyZkhL7YfAZDxf5b3C9-vneg8q4-nawR3-cEy2GYOPqaMaa8oGokfcdjMPVsHQVWGw7NHUV1Rg038S29swB54JdSSIeBpLUtVNRZZaJ5UUOTDtuzfzeX3SdBgmjp2zM4XyKlG4yr6rfjKKXTwPxdrgSslOJ59H~p9wEwRrPhi4mNicrA7vUEAMK56Afq3N-h467GGCmT4cUZQbst1EZyEqgir-NzB3MblqnSmSx6YqQ6MjorOo36RvPpW4WlJZX~knpmtaURU-kgGZ01LbxIONWEMJdHj~c-gn4W5umvcJv~7lNFII5bNjYUP~8Djh8vWQODC9CbkMb8WL0zgA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/ce0a9c02-7fbc-4ecd-8ef9-baf4d3869d7f/210122_KapoorGalleries_Flats_0006.JPG?Expires=1802812052&Signature=PPALFUzyyw5a2TZJTZPFVpy-zjUJoxYLrkKicmDTSDN-8q7VLc36Jlzsu1aamCZ5vPOJ8yVDbsAZzlxz5qsGN01OtRndV-tLm76nZv0-LmfOdIRZDuHfFngLFZxX3xhjAxZqajHVARHFX9oTe2AlycWeq6j7wp45ea8aJUqeiZ2Th1zZqwMHlDUFnLRy1BJQ2V-cBalcNd-q1-lN7hX57kq5XRfZlvaB20qeiH-CYPjWyzyPEa0WmDBq6jcR~V2jXXUOjGtQgsYys-wBZrh3OFRd83jmqUUH~kC3~ouSZ~wYDCrLmhfT-KF5ndovgzMUSF3BNZRPhzmoKHBxX8qKSA__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1521,,Krishna Riding a Composite Elephant,1701,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0c06dab5-a20a-4460-850d-364c635c94fc/Krishna%20Riding%20Composite%20Elephant.jpg?Expires=1802811760&Signature=NSVXh8ZdXU2A2C4wDK3uiRYRaMQFRr6H3ck-qP-fKZePrmXpyBRd7Ly9NA7LKWcuGNIbrCbjrqa4MmEBejtgvAP1OMUPs6XQlQP2WtUO~vyZGVD2tX5eo63DXfHH4ilMaqvc3UNCCPYXKJHbwvP5clVQ9CECI5IFRNpGyn0bjATjDk9coCy8Tsi1c0giuuf1wxqs4LWF-Qrt~Al2L146Tm7rfP7nQkAIDQkK3Hndw-4IjF7KWKrz90MwBi5z4gsUzMY3Mk-nP~7pdEnEmaKG0JmV09Yzok05SZ0BbIMRWpbiDgj-7fJLMd-xltqYSTvAICaKbx9WsI7s~gTYv6LpYw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/aad0a485-d0fb-40a2-a86c-71cead639d09/Krishna%20Riding%20Composite%20Elephant.jpg?Expires=1802812027&Signature=yJn3OIYhVA2FYvyHOwv3dS7I1o7bQHCi0jNM1ccpVTUIhC0kLaSjUy~IwejlAoKw7Tno6ESjGN1Su2UaihYYmEwYWcTa2xxo6w0oeVqTw5MrzYtrmlMtP5sI3X7r8jGM7aRriYUnElQFN98rOHQz4IlmtKfrKn4d4ZhtnZ2xsPPTiXsdXOeYHzCYX95M3PAUQYc96nXfzPzXgUmcdm~Rm~1ePC6wiSF1vJgYC4JhSGx4qUAWcGTbqaVQeDbaCwlCAPtNdfXCsuojl2NgWSV14I99fKXkkRxp9v-kSAESAFtYGgZHgbtWs3pDQPZE11uIA6ql05-RM3uO5AzbKvWDJQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1522,,Varaha,1801,,,Opaque watercolor on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/625191a1-dd5d-4130-967a-6d971c8475a3/img418.jpg?Expires=1802811756&Signature=AguNvblnAqLRefiMEjAHsAimbVUPDCeZBlCfwwsA8h3paz8fK~oeQt0H-NKWbSLiv8DYgeYwfi5eaS5NpPK-XeOBwEpFMhtWNxpoU6IO-GPoG~JvYcDBullNc0Cz15-U3zINMoU-LbCKL8qFMr8Z8a4stA3tN9wwvyKMxVd9QwXRy7~mCF-yKC24M~Ns8EdwOQTpfdblMO4sezXCEvYcCs0bCh56Kzyud1ru4vHfCybrPsZOaOcYEMueVMW3XLkRPxfyGBjfCr~iuPdeIRrdeVclRALaVp3yQcOsXzXDv81yu8SpfK8XA-m3~-Xf4XkM7SaxNwn6v-RdAmD6l9R2uw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1523,,Kali ,1801,,Painting,Opaque watercolor on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0de1292b-76bf-49c0-ae9b-27e44d7730ff/Screenshot%202023-07-06%20at%201.36.55%20PM.jpg?Expires=1802811898&Signature=xnFNmvfFjZ41pW7h5fxvhH3tTs5d3dtuViI44qwrgUacMmwwAwD0TeuFwhDFhoAvKzv~pkJABk4bHK1vqdxyCVGksKrkZJcH1EY9k7bfkM-efadZWVjj21~-p0o5OUuNAhTZRw1gAnJnToUPHW0~zM2hx7Y~MkaOorYk048tDMRhG~97bFoNRmkE12pA1AkzKKlIWOWQzZBe9Gi61r7d4ksvYWQRmRRNCs~PPgcG-Z5ze5f8lWbEawa-eVXnfrmnSK8plIkzjdwmaHgWI5-Xf4trxyUUsfcZQ-V-vTINuP3VCZAsqccD9Tq~TGJbdd9ZSZT1kl34pY4bEnaSaDCG-Q__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1524,,A Lonely Nayika,1901,,Painting,Opaque watercolor on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6d8fe9a7-e8e6-410a-ab23-b9fb2b742438/Screenshot%202023-07-06%20at%2010.36.18%20AM.jpg?Expires=1802811893&Signature=EhQh7qgBmlTYOZeaPxTpK2Zz7c7wmrZHury~YUhtMfKCXv97rTbSMscPd1DtBNm1nGsYMVR88NrYbuDyJb4~cZgqoiw~cVyJSRBjlyuo8UMf4Rx41VyhO~j-ZXLDkIYdq-K3VZvZTOtmR8VQPscgc~QJtT8L83NMdImVi262-yU1xKs7clZiKRCSvz0zTHwl667ed3fG7umi~D~et~5Eftun5ifTw1ohuNZlZV1V2nrNidwUkEFc24WPzFHd9c68J~JwrMmZegzSLTk537quiAJjA0se2nXVAEtwJasjfbjqttin9WWkXtTVJrDxXjHN7Z9OdQjM9TwjXfPaKktdyw__&Key-Pair-Id=K2SVGVHI7PEVAH  
